OCCUPATION,IF_OCCUPATION_HAZARDOUS,GENDER,AGE,STATE_OF_PROPOSAL
TEACHER,N,M,55,DRAFT
TRADER,N,M,48,DRAFT
TEACHER,N,M,34,DRAFT
PHYSIOTHERAPY,N,F,29,DRAFT
ELECTRICIAN,Y,M,48,DRAFT
NURSING,N,F,43,AUTHORIZED
FIREOFFICER,Y,F,48,AUTHORIZED
PHYSIOTHERAPY,N,F,36,CONVERTED
DRIVINGINSTRUCTOR,Y,M,42,AUTHORIZED
NURSING,N,F,29,DRAFT
PHYSIOTHERAPY,N,M,39,DRAFT
PHYSIOTHERAPY,N,M,35,DRAFT
CATERER,Y,F,43,DRAFT
TEACHER,N,F,30,DRAFT
CARPENTER,Y,M,38,DRAFT
HAIRDRESSER/BEAUTICIAN,N,F,40,DRAFT
RESEARCHER,N,M,39,DRAFT
BANKING,N,M,33,DRAFT
PHYSIOTHERAPY,N,M,31,DRAFT
PHYSIOTHERAPY,N,M,40,DRAFT
SHIPREPAIROFFICER,Y,M,46,DRAFT
TEACHER,N,M,34,DRAFT
CIVILSERVANT,N,F,39,DRAFT
PHYSIOTHERAPY,N,F,40,DRAFT
TEACHER,N,M,41,DRAFT
IMMIGRATIONOFFICER,Y,M,30,DRAFT
STUDENT,N,F,30,DRAFT
DRIVINGINSTRUCTOR,Y,M,40,DRAFT
CATERER,Y,F,36,DRAFT
PHYSIOTHERAPY,N,F,35,DRAFT
BUSINESSMAN/WOMAN,N,M,37,DRAFT
PHYSIOTHERAPY,N,M,28,DRAFT
ADMINISTRATOR,N,M,35,DRAFT
LABOURER,Y,F,35,AUTHORIZED
ACCOUNTSCLERK,N,M,40,DRAFT
TEACHER,N,F,46,DRAFT
BUSINESSMAN/WOMAN,N,F,57,DRAFT
BUILDINGCONTRACTOR,Y,M,52,DRAFT
SECURITYFORCE,Y,M,29,DRAFT
BUSINESSMAN/WOMAN,N,F,36,DRAFT
NURSING,N,F,45,DRAFT
FASHIONDESIGNER,N,F,36,DRAFT
LABTECHNICIAN,Y,M,43,DRAFT
SECURITYFORCE,Y,M,39,DRAFT
SELFEMPLOYED,N,M,46,DRAFT
RECEPTIONIST,N,F,31,DRAFT
PHYSIOTHERAPY,N,F,37,DRAFT
PHYSIOTHERAPY,N,F,39,DRAFT
SALESREPRESENTATIVE,N,M,33,DRAFT
ACCOUNTANT,N,M,37,DRAFT
PHYSIOTHERAPY,N,M,48,DRAFT
PHYSIOTHERAPY,N,M,45,DRAFT
SELFEMPLOYED,N,F,30,DRAFT
STUDENT,N,F,26,DRAFT
TEACHER,N,F,31,DRAFT
NURSING,N,F,31,DRAFT
NURSING,N,F,32,DRAFT
SHIPREPAIROFFICER,Y,M,40,DRAFT
PHYSIOTHERAPY,N,F,34,DRAFT
NURSING,N,F,31,DRAFT
PUBLICSERVANT,N,F,44,DRAFT
PHYSIOTHERAPY,N,F,32,DRAFT
TEACHER,N,F,39,DRAFT
TEACHER,N,M,42,DRAFT
SHIPREPAIROFFICER,Y,M,66,DRAFT
PHYSIOTHERAPY,N,F,32,DRAFT
PHYSIOTHERAPY,N,M,35,DRAFT
TECHNICIAN,Y,M,43,CONVERTED
BUSINESSMAN/WOMAN,N,M,42,DRAFT
TEACHER,N,M,34,DRAFT
NURSING,N,F,32,DRAFT
TEACHER,N,F,37,DRAFT
CIVILSERVANT,N,F,37,DRAFT
TEACHER,N,F,35,DRAFT
TEACHER,N,F,35,DRAFT
NURSING,N,F,33,DRAFT
TEACHER,N,F,32,DRAFT
LECTURER,N,M,49,DRAFT
TEACHER,N,F,40,DRAFT
SECRETARY,N,F,31,DRAFT
TRADER,N,M,39,DRAFT
TEACHER,N,M,39,DRAFT
SELFEMPLOYED,N,M,55,DRAFT
NURSING,N,M,39,DRAFT
PHYSIOTHERAPY,N,F,33,DRAFT
PHYSIOTHERAPY,N,M,45,DRAFT
BUSINESSMAN/WOMAN,N,M,32,DRAFT
ENGINEER,Y,M,45,DRAFT
TEACHER,N,M,36,DRAFT
TEACHER,N,F,33,DRAFT
CIVILSERVANT,N,M,48,DRAFT
PHYSIOTHERAPY,N,F,47,DRAFT
CLERK,N,F,31,DRAFT
TEACHER,N,M,40,DRAFT
TEACHER,N,M,39,DRAFT
SECURITYFORCE,Y,M,41,DRAFT
HEALTHWORKER,N,F,38,AUTHORIZED
TEACHER,N,M,27,DRAFT
HEALTHWORKER,N,F,34,DRAFT
TEACHER,N,M,27,DRAFT
TEACHER,N,M,33,DRAFT
BUSINESSMAN/WOMAN,N,F,29,DRAFT
PASTORING,N,M,24,DRAFT
TEACHER,N,M,34,CONVERTED
TEACHER,N,M,33,DRAFT
TEACHER,N,M,39,DRAFT
SOLDIER,Y,M,33,DRAFT
CASHIER,N,F,37,DRAFT
TEACHER,N,M,59,DRAFT
NURSING,N,F,38,CONVERTED
POLICE,Y,M,43,DRAFT
SECURITYFORCE,Y,M,33,DRAFT
PHYSIOTHERAPY,N,M,27,DRAFT
TEACHER,N,M,47,DRAFT
ACCOUNTANT,N,F,35,DRAFT
PHYSIOTHERAPY,N,M,47,DRAFT
DRIVINGINSTRUCTOR,Y,M,39,DRAFT
TEACHER,N,M,44,DRAFT
PHYSIOTHERAPY,N,M,54,DRAFT
PHYSIOTHERAPY,N,M,33,DRAFT
TEACHER,N,M,30,DRAFT
DRIVINGINSTRUCTOR,Y,M,40,DRAFT
PHYSIOTHERAPY,N,M,38,DRAFT
NURSING,N,F,46,DRAFT
TEACHER,N,M,42,DRAFT
MECHANIC,Y,M,42,DRAFT
POLICE,Y,M,36,DRAFT
SECURITYFORCE,Y,M,36,DRAFT
PHYSIOTHERAPY,N,M,60,DRAFT
POLICE,Y,F,40,CONVERTED
DRIVINGINSTRUCTOR,Y,M,37,DRAFT
TRADER,N,F,48,DRAFT
CLERK,N,M,51,DRAFT
CONSTRUCTIONCOMPANY,Y,M,40,DRAFT
TRADER,N,M,39,DRAFT
TEACHER,N,M,44,DRAFT
PHYSIOTHERAPY,N,M,35,DRAFT
ELECTRICIAN,Y,M,33,DRAFT
PHYSIOTHERAPY,N,M,35,DRAFT
TEACHER,N,M,42,DRAFT
TEACHER,N,M,41,DRAFT
TEACHER,N,F,38,DRAFT
SELFEMPLOYED,N,F,42,DRAFT
SHIPREPAIROFFICER,Y,M,38,DRAFT
HEALTHWORKER,N,M,39,DRAFT
ADMINISTRATOR,N,M,54,DRAFT
BUSINESSMAN/WOMAN,N,F,37,DRAFT
TEACHER,N,F,32,DRAFT
NURSING,N,F,35,DRAFT
CATERER,Y,F,35,DRAFT
LABTECHNICIAN,Y,F,37,DRAFT
BUSINESSMAN/WOMAN,N,M,54,DRAFT
BUSINESSMAN/WOMAN,N,M,35,DRAFT
SHIPREPAIROFFICER,Y,M,45,DRAFT
ELECTRICIAN,Y,M,38,DRAFT
MECHANIC,Y,M,40,DRAFT
NURSING,N,F,39,DRAFT
DRIVINGINSTRUCTOR,Y,M,45,DRAFT
ACCOUNTANT,N,M,30,DRAFT
MASON,Y,M,49,DRAFT
BUILDINGCONTRACTOR,Y,M,36,DRAFT
TEACHER,N,F,33,AUTHORIZED
TRADER,N,M,36,DRAFT
TEACHER,N,M,50,DRAFT
PASTORING,N,M,44,DRAFT
NURSING,N,F,36,DRAFT
TEACHER,N,F,34,DRAFT
JOURNALIST,Y,M,39,DRAFT
TEACHER,N,F,30,DRAFT
NURSING,N,F,36,DRAFT
NURSING,N,F,34,DRAFT
NURSING,N,F,44,DRAFT
NURSING,N,F,35,DRAFT
SALESREPRESENTATIVE,N,M,36,DRAFT
NURSING,N,F,38,DRAFT
TEACHER,N,M,48,DRAFT
MECHANIC,Y,M,38,DRAFT
FACTORYWORKER,Y,M,39,DRAFT
DRIVINGINSTRUCTOR,Y,M,37,DRAFT
PHYSIOTHERAPY,N,M,31,DRAFT
SECURITYFORCE,Y,M,33,DRAFT
TRADER,N,M,39,DRAFT
MASON,Y,M,43,DRAFT
FREIGHTFORWARDER,N,M,44,DRAFT
PHYSIOTHERAPY,N,M,32,DRAFT
PHYSIOTHERAPY,N,M,41,DRAFT
BUSINESSMAN/WOMAN,N,F,36,DRAFT
PHYSIOTHERAPY,N,M,33,DRAFT
LABTECHNICIAN,Y,M,49,DRAFT
DRIVINGINSTRUCTOR,Y,M,43,DRAFT
DRIVINGINSTRUCTOR,Y,M,51,DRAFT
PHYSIOTHERAPY,N,M,38,DRAFT
SALESREPRESENTATIVE,N,M,33,DRAFT
BUILDINGCONTRACTOR,Y,M,30,DRAFT
FREIGHTFORWARDER,N,M,57,DRAFT
CLERK,N,M,31,DRAFT
ENGINEER,Y,M,51,DRAFT
DRIVINGINSTRUCTOR,Y,M,36,DRAFT
ELECTRICIAN,Y,F,44,DRAFT
ACCOUNTANT,N,F,44,DRAFT
PHYSIOTHERAPY,N,M,38,DRAFT
RECEPTIONIST,N,F,44,DRAFT
SHIPREPAIROFFICER,Y,M,32,DRAFT
NAVYOFFICER,Y,M,50,DRAFT
TEACHER,N,F,44,DRAFT
DRIVINGINSTRUCTOR,Y,M,43,DRAFT
CATERER,Y,F,39,DRAFT
PHYSIOTHERAPY,N,M,45,DRAFT
DRIVINGINSTRUCTOR,Y,M,44,DRAFT
SECURITYFORCE,Y,M,46,DRAFT
ACCOUNTANT,N,M,41,DRAFT
CATERER,Y,M,48,DRAFT
BUSINESSMAN/WOMAN,N,M,40,DRAFT
PHYSIOTHERAPY,N,M,35,DRAFT
PHYSIOTHERAPY,N,M,31,DRAFT
TEACHER,N,F,40,DRAFT
SECURITYFORCE,Y,M,51,DRAFT
TEACHER,N,M,38,DRAFT
DRIVINGINSTRUCTOR,Y,M,38,DRAFT
PHYSIOTHERAPY,N,M,37,DRAFT
ACCOUNTANT,N,M,38,DRAFT
SECRETARY,N,F,36,DRAFT
OTHER,N,M,33,DRAFT
BUSINESSMAN/WOMAN,N,M,37,DRAFT
HAIRDRESSER/BEAUTICIAN,N,F,43,DRAFT
STUDENT,N,F,28,DRAFT
TEACHER,N,M,31,DRAFT
CASHIER,N,M,33,DRAFT
CASHIER,N,F,36,DRAFT
PHYSIOTHERAPY,N,M,42,DRAFT
PHYSIOTHERAPY,N,M,49,DRAFT
PHYSIOTHERAPY,N,M,40,DRAFT
BUSINESSMAN/WOMAN,N,F,37,DRAFT
BUSINESSMAN/WOMAN,N,M,44,DRAFT
ADMINISTRATOR,N,F,41,DRAFT
CONSULTANCY,N,M,33,DRAFT
SECURITYFORCE,Y,M,32,DRAFT
NURSING,N,F,36,DRAFT
TRADER,N,F,47,DRAFT
TEACHER,N,F,39,DRAFT
DRIVINGINSTRUCTOR,Y,M,47,DRAFT
SALESREPRESENTATIVE,N,F,34,DRAFT
HEALTHWORKER,N,M,32,DRAFT
SECURITYFORCE,Y,M,56,DRAFT
STUDENT,N,F,35,DRAFT
PUBLICSERVANT,N,F,46,DRAFT
PHYSIOTHERAPY,N,M,43,DRAFT
DRIVINGINSTRUCTOR,Y,M,38,DRAFT
PHYSIOTHERAPY,N,M,46,DRAFT
ELECTRICIAN,Y,M,43,DRAFT
PHYSIOTHERAPY,N,M,34,DRAFT
PASTORING,N,M,39,DRAFT
BUSINESSMAN/WOMAN,N,M,46,DRAFT
PHYSIOTHERAPY,N,F,42,DRAFT
PHYSIOTHERAPY,N,F,46,DRAFT
BUSINESSMAN/WOMAN,N,M,45,DRAFT
TEACHER,N,F,58,DRAFT
PHYSIOTHERAPY,N,M,43,DRAFT
TEACHER,N,M,39,DRAFT
NURSING,N,F,32,DRAFT
PHYSIOTHERAPY,N,F,35,DRAFT
PASTORING,N,M,57,DRAFT
MECHANIC,Y,M,38,DRAFT
SALESREPRESENTATIVE,N,M,43,DRAFT
SALESREPRESENTATIVE,N,F,34,DRAFT
TEACHER,N,F,30,DRAFT
TRADER,N,F,59,DRAFT
MECHANIC,Y,M,44,DRAFT
TEACHER,N,F,34,DRAFT
DRIVINGINSTRUCTOR,Y,M,41,DRAFT
MECHANIC,Y,M,37,DRAFT
BUSINESSMAN/WOMAN,N,M,40,DRAFT
SELFEMPLOYED,N,F,51,DRAFT
CARPENTER,Y,M,53,DRAFT
MECHANIC,Y,M,29,DRAFT
PHYSIOTHERAPY,N,M,39,DRAFT
NURSING,N,F,31,DRAFT
SECURITYFORCE,Y,M,41,DRAFT
SECURITYFORCE,Y,M,59,DRAFT
DRIVINGINSTRUCTOR,Y,M,58,DRAFT
TRADER,N,M,32,DRAFT
BANKING,N,F,35,DRAFT
PHYSIOTHERAPY,N,M,57,DRAFT
SECURITYFORCE,Y,F,27,AUTHORIZED
ENGINEER,Y,M,28,AUTHORIZED
POLICE,Y,M,33,AUTHORIZED
HOTELIER,N,M,69,DRAFT
SECURITYFORCE,Y,M,32,AUTHORIZED
BUSINESSMAN/WOMAN,N,M,39,DRAFT
HAIRDRESSER/BEAUTICIAN,N,F,31,DRAFT
BANKING,N,M,38,DRAFT
SECURITYFORCE,Y,F,33,DRAFT
TEACHER,N,F,27,DRAFT
OTHER,N,M,31,DRAFT
PHYSIOTHERAPY,N,M,36,DRAFT
DRIVINGINSTRUCTOR,Y,M,51,DRAFT
SEAMSTRESS/TAILORING,N,M,43,DRAFT
DRIVINGINSTRUCTOR,Y,M,48,DRAFT
SEAMSTRESS/TAILORING,N,M,47,DRAFT
SALESREPRESENTATIVE,N,F,45,DRAFT
ENGINEER,Y,M,53,DRAFT
DRIVINGINSTRUCTOR,Y,M,49,DRAFT
PHYSIOTHERAPY,N,M,50,DRAFT
PHYSIOTHERAPY,N,M,43,DRAFT
STUDENT,N,M,32,DRAFT
HAIRDRESSER/BEAUTICIAN,N,F,42,DRAFT
TRADER,N,F,39,DRAFT
SECURITYFORCE,Y,M,33,DRAFT
TRADER,N,F,52,DRAFT
SALESREPRESENTATIVE,N,M,41,DRAFT
CARPENTER,Y,M,53,DRAFT
TRADER,N,M,48,DRAFT
PHYSIOTHERAPY,N,M,39,DRAFT
FACTORYWORKER,Y,M,35,DRAFT
MASON,Y,M,36,DRAFT
PHYSIOTHERAPY,N,M,60,DRAFT
SECURITYFORCE,Y,M,36,DRAFT
POLICE,Y,F,30,DRAFT
TRADER,N,M,36,DRAFT
FASHIONDESIGNER,N,M,40,DRAFT
SEAMSTRESS/TAILORING,N,F,45,DRAFT
STUDENT,N,M,36,DRAFT
PUBLICSERVANT,N,M,62,DRAFT
SECURITYFORCE,Y,M,32,DRAFT
PHYSIOTHERAPY,N,M,36,AUTHORIZED
PHYSIOTHERAPY,N,M,32,DRAFT
LABTECHNICIAN,Y,M,33,DRAFT
STUDENT,N,M,28,DRAFT
FASHIONDESIGNER,N,F,30,DRAFT
PHYSIOTHERAPY,N,M,30,DRAFT
BUSINESSMAN/WOMAN,N,M,27,DRAFT
SELFEMPLOYED,N,M,30,DRAFT
PHYSIOTHERAPY,N,M,33,DRAFT
ACCOUNTANT,N,M,38,DRAFT
SOLDIER,Y,M,31,DRAFT
SALESREPRESENTATIVE,N,M,29,DRAFT
PHYSIOTHERAPY,N,M,41,DRAFT
PHYSIOTHERAPY,N,M,34,DRAFT
MECHANIC,Y,M,27,DRAFT
CIVILIAN,N,M,37,DRAFT
DRIVINGINSTRUCTOR,Y,M,49,DRAFT
SALESREPRESENTATIVE,N,F,28,AUTHORIZED
MASON,Y,M,32,DRAFT
SELFEMPLOYED,N,F,32,DRAFT
ACCOUNTSCLERK,N,M,35,AUTHORIZED
PHYSIOTHERAPY,N,M,35,DRAFT
NURSING,N,F,35,DRAFT
MECHANIC,Y,M,33,DRAFT
PHYSIOTHERAPY,N,F,44,DRAFT
TRADER,N,F,30,DRAFT
PHYSIOTHERAPY,N,M,33,DRAFT
PHYSIOTHERAPY,N,F,29,AUTHORIZED
ENGINEER,Y,M,32,DRAFT
PHYSIOTHERAPY,N,M,36,DRAFT
ACCOUNTANT,N,M,55,DRAFT
PHYSIOTHERAPY,N,M,34,DRAFT
ACCOUNTANT,N,M,27,DRAFT
SECURITYFORCE,Y,M,32,DRAFT
POLICE,Y,M,51,AUTHORIZED
TEACHER,N,M,30,DRAFT
NURSING,N,F,29,DRAFT
TEACHER,N,M,30,DRAFT
SHIPREPAIROFFICER,Y,M,68,CONVERTED
NURSING,N,M,32,DRAFT
SECURITYFORCE,Y,M,37,DRAFT
CASHIER,N,M,36,CONVERTED
PHYSIOTHERAPY,N,M,37,DRAFT
SECURITYFORCE,Y,M,54,DRAFT
ACCOUNTANT,N,M,27,DRAFT
ACCOUNTANT,N,M,42,DRAFT
DRIVINGINSTRUCTOR,Y,M,36,DRAFT
ENGINEER,Y,M,31,DRAFT
SECURITYFORCE,Y,M,36,DRAFT
NURSING,N,F,32,DRAFT
TRADER,N,F,50,DRAFT
SELFEMPLOYED,N,M,43,DRAFT
ADMINISTRATOR,N,M,38,DRAFT
HAIRDRESSER/BEAUTICIAN,N,F,31,CONVERTED
TEACHER,N,F,47,DRAFT
DOCTOR,N,M,55,DRAFT
ADMINISTRATOR,N,M,41,DRAFT
BUSINESSMAN/WOMAN,N,F,50,AUTHORIZED
DRIVINGINSTRUCTOR,Y,M,33,DRAFT
PHYSIOTHERAPY,N,M,37,DRAFT
DRIVINGINSTRUCTOR,Y,M,61,DRAFT
TEACHER,N,M,31,DRAFT
TRADER,N,M,42,DRAFT
HEALTHWORKER,N,F,33,DRAFT
SEAMSTRESS/TAILORING,N,F,34,DRAFT
DRIVINGINSTRUCTOR,Y,M,32,DRAFT
PHYSIOTHERAPY,N,M,41,DRAFT
DRIVINGINSTRUCTOR,Y,M,35,DRAFT
TEACHER,N,M,37,DRAFT
TRADER,N,M,53,DRAFT
STUDENT,N,F,33,DRAFT
FASHIONDESIGNER,N,M,34,DRAFT
TEACHER,N,M,33,DRAFT
PHYSIOTHERAPY,N,M,24,DRAFT
NURSING,N,F,31,DRAFT
MECHANIC,Y,M,46,AUTHORIZED
PHYSIOTHERAPY,N,F,41,DRAFT
PHYSIOTHERAPY,N,F,50,AUTHORIZED
PHYSIOTHERAPY,N,F,28,DRAFT
PHYSIOTHERAPY,N,F,55,CONVERTED
NURSING,N,F,34,DRAFT
PHYSIOTHERAPY,N,M,27,AUTHORIZED
SECURITYFORCE,Y,M,49,DRAFT
SECURITYFORCE,Y,M,29,DRAFT
BUSINESSMAN/WOMAN,N,M,28,AUTHORIZED
PHYSIOTHERAPY,N,M,33,DRAFT
NURSING,N,F,25,DRAFT
FACTORYWORKER,Y,M,26,DRAFT
SECURITYFORCE,Y,M,30,AUTHORIZED
ENGINEER,Y,M,33,DRAFT
NURSING,N,M,30,DRAFT
PHYSIOTHERAPY,N,M,46,DRAFT
BANKING,N,F,33,DRAFT
NURSING,N,F,25,DRAFT
SECRETARY,N,M,33,DRAFT
PROCUREMENTOFFICER,N,M,41,DRAFT
TRADER,N,M,30,DRAFT
SECURITYFORCE,Y,M,26,DRAFT
TEACHER,N,F,29,DRAFT
PHYSIOTHERAPY,N,M,38,DRAFT
PHYSIOTHERAPY,N,M,35,DRAFT
CATERER,Y,F,41,DRAFT
PHYSIOTHERAPY,N,M,42,DRAFT
NURSING,N,F,29,DRAFT
TEACHER,N,F,41,DRAFT
LIBRARIAN,N,M,36,DRAFT
BUSINESSMAN/WOMAN,N,M,40,DRAFT
LABTECHNICIAN,Y,M,39,DRAFT
PHYSIOTHERAPY,N,M,35,DRAFT
NURSING,N,F,28,DRAFT
NURSING,N,F,28,DRAFT
BUSINESSMAN/WOMAN,N,M,49,DRAFT
BUSINESSMAN/WOMAN,N,F,45,DRAFT
PHYSIOTHERAPY,N,F,38,DRAFT
PHYSIOTHERAPY,N,F,28,DRAFT
MEDIA&COMMUNICATION,N,M,40,DRAFT
DRIVINGINSTRUCTOR,Y,M,45,DRAFT
NURSING,N,F,27,AUTHORIZED
TEACHER,N,M,28,DRAFT
STUDENT,N,M,31,DRAFT
STUDENT,N,M,33,DRAFT
BUSINESSMAN/WOMAN,N,M,39,DRAFT
CLERK,N,F,39,DRAFT
SECRETARY,N,F,31,DRAFT
SECURITYFORCE,Y,M,34,CONVERTED
SECURITYFORCE,Y,M,39,DRAFT
SALESREPRESENTATIVE,N,F,29,DRAFT
PHYSIOTHERAPY,N,M,35,DRAFT
BUSINESSMAN/WOMAN,N,F,46,CONVERTED
PASTORING,N,M,41,DRAFT
SALESREPRESENTATIVE,N,M,35,DRAFT
PHYSIOTHERAPY,N,M,32,DRAFT
FASHIONDESIGNER,N,F,26,DRAFT
TEACHER,N,M,41,DRAFT
CIVILSERVANT,N,M,64,DRAFT
STOREKEEPING,N,M,34,DRAFT
TEACHER,N,M,28,DRAFT
PHYSIOTHERAPY,N,M,32,DRAFT
MECHANIC,Y,M,54,DRAFT
BANKING,N,F,43,DRAFT
BUSINESSMAN/WOMAN,N,M,31,DRAFT
SECURITYFORCE,Y,M,34,DRAFT
PASTORING,N,M,53,DRAFT
ACCOUNTANT,N,M,34,DRAFT
ADMINISTRATOR,N,M,35,DRAFT
RECEPTIONIST,N,F,29,DRAFT
BUSINESSMAN/WOMAN,N,M,33,DRAFT
DRIVINGINSTRUCTOR,Y,M,48,DRAFT
PHYSIOTHERAPY,N,M,28,DRAFT
PHYSIOTHERAPY,N,M,37,DRAFT
SECURITYFORCE,Y,M,29,DRAFT
SECURITYFORCE,Y,F,30,DRAFT
PHYSIOTHERAPY,N,M,30,DRAFT
PHYSIOTHERAPY,N,M,28,DRAFT
STUDENT,N,M,40,DRAFT
TEACHER,N,M,29,DRAFT
BUSINESSMAN/WOMAN,N,M,39,DRAFT
NURSING,N,F,32,DRAFT
CASHIER,N,M,34,DRAFT
BUSINESSMAN/WOMAN,N,M,38,DRAFT
SELFEMPLOYED,N,M,47,DRAFT
PHYSIOTHERAPY,N,M,47,DRAFT
TEACHER,N,M,28,DRAFT
CARPENTER,Y,M,39,DRAFT
TEACHER,N,M,33,DRAFT
TEACHER,N,M,42,DRAFT
STOREKEEPING,N,M,34,DRAFT
ACCOUNTSCLERK,N,M,36,DRAFT
STUDENT,N,F,29,DRAFT
NURSING,N,F,35,DRAFT
PHYSIOTHERAPY,N,M,27,DRAFT
SECURITYFORCE,Y,F,44,DRAFT
BUSINESSMAN/WOMAN,N,M,31,DRAFT
SECRETARY,N,M,52,DRAFT
PHYSIOTHERAPY,N,M,40,DRAFT
PHYSIOTHERAPY,N,F,27,DRAFT
PHYSIOTHERAPY,N,M,40,DRAFT
PHYSIOTHERAPY,N,M,32,DRAFT
ENGINEER,Y,M,33,DRAFT
SALESREPRESENTATIVE,N,F,25,DRAFT
SECURITYFORCE,Y,F,46,DRAFT
BANKING,N,M,33,DRAFT
NURSING,N,F,35,DRAFT
NURSING,N,F,36,DRAFT
PHYSIOTHERAPY,N,M,38,DRAFT
DRIVINGINSTRUCTOR,Y,M,41,DRAFT
SECURITYFORCE,Y,M,61,DRAFT
PHYSIOTHERAPY,N,M,30,DRAFT
PHYSIOTHERAPY,N,F,41,DRAFT
BUILDINGCONTRACTOR,Y,M,57,DRAFT
NURSING,N,F,34,DRAFT
TEACHER,N,M,41,DRAFT
PHYSIOTHERAPY,N,M,37,DRAFT
TEACHER,N,M,37,DRAFT
CASHIER,N,M,38,DRAFT
PHYSIOTHERAPY,N,M,49,DRAFT
ACCOUNTANT,N,M,41,DRAFT
PHYSIOTHERAPY,N,F,31,DRAFT
PHYSIOTHERAPY,N,F,44,DRAFT
TEACHER,N,M,35,DRAFT
BUSINESSMAN/WOMAN,N,F,39,DRAFT
PHYSIOTHERAPY,N,M,31,DRAFT
TEACHER,N,F,49,DRAFT
TEACHER,N,F,63,DRAFT
PHYSIOTHERAPY,N,M,37,DRAFT
NURSING,N,F,36,DRAFT
TEACHER,N,F,38,DRAFT
TEACHER,N,M,33,DRAFT
PHYSIOTHERAPY,N,M,55,DRAFT
PHYSIOTHERAPY,N,M,36,AUTHORIZED
ACCOUNTANT,N,M,42,DRAFT
MECHANIC,Y,F,34,DRAFT
SECURITYFORCE,Y,M,35,DRAFT
BUSINESSMAN/WOMAN,N,M,36,DRAFT
PHYSIOTHERAPY,N,M,32,DRAFT
TEACHER,N,F,30,DRAFT
CASHIER,N,F,29,DRAFT
TEACHER,N,M,39,DRAFT
NURSING,N,F,33,DRAFT
TEACHER,N,M,31,DRAFT
NURSING,N,F,57,DRAFT
FORESTRY,N,F,31,DRAFT
TEACHER,N,F,34,DRAFT
TEACHER,N,M,29,DRAFT
TEACHER,N,F,34,DRAFT
TEACHER,N,M,29,DRAFT
ENGINEER,Y,M,35,DRAFT
SECURITYFORCE,Y,M,38,DRAFT
SHIPREPAIROFFICER,Y,M,29,DRAFT
TEACHER,N,F,30,DRAFT
TEACHER,N,F,34,DRAFT
CLERK,N,M,72,DRAFT
NURSING,N,F,34,DRAFT
NURSING,N,F,33,DRAFT
SHIPREPAIROFFICER,Y,F,43,DRAFT
STUDENT,N,F,31,DRAFT
PHYSIOTHERAPY,N,M,55,DRAFT
SECURITYFORCE,Y,M,39,DRAFT
SOCIALWORKER,N,F,30,DRAFT
NURSING,N,F,29,DRAFT
NURSING,N,F,29,DRAFT
NURSING,N,F,31,DRAFT
PHYSIOTHERAPY,N,M,29,DRAFT
TEACHER,N,M,46,DRAFT
PHYSIOTHERAPY,N,M,36,DRAFT
SURVEYOR,Y,M,34,DRAFT
PHYSIOTHERAPY,N,M,45,AUTHORIZED
PHYSIOTHERAPY,N,M,45,DRAFT
POLICE,Y,F,35,DRAFT
SECRETARY,N,M,37,AUTHORIZED
NURSING,N,M,31,CONVERTED
NURSING,N,F,32,AUTHORIZED
TEACHER,N,F,25,DRAFT
TEACHER,N,M,33,DRAFT
PHYSIOTHERAPY,N,F,34,DRAFT
NURSING,N,F,31,DRAFT
NURSING,N,M,36,DRAFT
ADMINISTRATOR,N,F,32,DRAFT
NURSING,N,M,34,DRAFT
BUSINESSMAN/WOMAN,N,M,31,DRAFT
TEACHER,N,M,32,DRAFT
BUSINESSMAN/WOMAN,N,M,39,DRAFT
CASHIER,N,M,41,DRAFT
REVENUEOFFICER,N,M,64,DRAFT
PHYSIOTHERAPY,N,M,42,DRAFT
TEACHER,N,F,36,DRAFT
ACCOUNTANT,N,M,40,DRAFT
NURSING,N,F,32,DRAFT
PHYSIOTHERAPY,N,M,72,DRAFT
PHYSIOTHERAPY,N,M,53,DRAFT
BANKING,N,M,36,DRAFT
BUSINESSMAN/WOMAN,N,M,42,DRAFT
POLICE,Y,M,51,DRAFT
SHIPREPAIROFFICER,Y,F,35,DRAFT
SECRETARY,N,F,34,DRAFT
TEACHER,N,M,35,DRAFT
PHYSIOTHERAPY,N,M,41,DRAFT
TEACHER,N,M,43,DRAFT
POLICE,Y,F,35,DRAFT
LABOURER,Y,M,43,DRAFT
PHYSIOTHERAPY,N,F,50,DRAFT
HEALTHWORKER,N,M,34,DRAFT
TEACHER,N,M,32,DRAFT
BUSINESSMAN/WOMAN,N,M,37,DRAFT
TEACHER,N,M,37,DRAFT
NURSING,N,F,69,DRAFT
RECEPTIONIST,N,F,34,DRAFT
POLICE,Y,F,34,DRAFT
BUSINESSMAN/WOMAN,N,M,44,DRAFT
SHIPREPAIROFFICER,Y,M,64,DRAFT
TEACHER,N,F,34,DRAFT
NURSING,N,M,28,DRAFT
ACCOUNTANT,N,F,36,DRAFT
PHYSIOTHERAPY,N,M,31,DRAFT
TEACHER,N,M,41,DRAFT
LABTECHNICIAN,Y,F,34,DRAFT
SALESREPRESENTATIVE,N,F,28,DRAFT
STUDENT,N,M,30,DRAFT
POLICE,Y,F,47,DRAFT
SALESREPRESENTATIVE,N,M,42,DRAFT
ACCOUNTANT,N,M,41,DRAFT
ADMINISTRATOR,N,M,40,DRAFT
STUDENT,N,F,31,DRAFT
TEACHER,N,M,38,DRAFT
FASHIONDESIGNER,N,M,33,DRAFT
