OCCUPATION,IF_OCCUPATION_HAZARDOUS,GENDER,AGE,STATE_OF_PROPOSAL
ADMINISTRATOR,N,M,30,REJECTED
PASTORING,N,F,53,AUTHORIZED
PHYSIOTHERAPY,N,M,32,REJECTED
MASON,Y,M,49,REJECTED
SALESREPRESENTATIVE,N,F,25,REJECTED
ENGINEER,Y,M,32,REJECTED
LABTECHNICIAN,Y,M,48,REJECTED
PHYSIOTHERAPY,N,M,35,AUTHORIZED
SECURITYFORCE,Y,M,46,REJECTED
TRADER,N,F,45,REJECTED
PHYSIOTHERAPY,N,M,33,REJECTED
TRADER,N,F,58,REJECTED
TRADER,N,F,41,REJECTED
BANKING,N,M,47,REJECTED
STUDENT,N,M,41,REJECTED
PHYSIOTHERAPY,N,M,28,REJECTED
BANKING,N,M,37,REJECTED
TRADER,N,F,33,REJECTED
PHYSIOTHERAPY,N,M,37,REJECTED
COOK,Y,M,30,REJECTED
STUDENT,N,M,26,REJECTED
PHYSIOTHERAPY,N,M,28,AUTHORIZED
TEACHER,N,M,29,REJECTED
STUDENT,N,M,26,REJECTED
STUDENT,N,M,33,REJECTED
STUDENT,N,M,28,REJECTED
SALESREPRESENTATIVE,N,M,38,REJECTED
STUDENT,N,M,26,REJECTED
BUSINESSMAN/WOMAN,N,M,30,REJECTED
TRADER,N,F,40,REJECTED
PHYSIOTHERAPY,N,M,35,REJECTED
PHYSIOTHERAPY,N,F,34,REJECTED
DRIVINGINSTRUCTOR,Y,M,30,REJECTED
STUDENT,N,F,29,REJECTED
STUDENT,N,F,38,REJECTED
STUDENT,N,F,25,REJECTED
STUDENT,N,M,23,REJECTED
BUSINESSMAN/WOMAN,N,M,37,AUTHORIZED
HOTELIER,N,F,25,REJECTED
PHYSIOTHERAPY,N,F,27,REJECTED
BUSINESSMAN/WOMAN,N,M,31,REJECTED
TRADER,N,M,32,REJECTED
TRADER,N,M,29,AUTHORIZED
PHYSIOTHERAPY,N,M,36,REJECTED
SECURITYFORCE,Y,M,35,REJECTED
NURSING,N,M,36,REJECTED
SALESREPRESENTATIVE,N,M,40,REJECTED
STUDENT,N,M,31,REJECTED
SALESREPRESENTATIVE,N,M,32,REJECTED
BUSINESSMAN/WOMAN,N,M,31,REJECTED
POLICE,Y,M,30,REJECTED
TRADER,N,M,27,REJECTED
TRADER,N,M,37,REJECTED
PHYSIOTHERAPY,N,M,35,REJECTED
PHYSIOTHERAPY,N,M,38,REJECTED
SOLDIER,Y,M,33,REJECTED
CATERER,Y,F,40,REJECTED
ELECTRICIAN,Y,M,30,REJECTED
PHYSIOTHERAPY,N,M,36,REJECTED
PHYSIOTHERAPY,N,M,27,REJECTED
PHYSIOTHERAPY,N,M,29,REJECTED
TEACHER,N,F,30,REJECTED
STUDENT,N,M,37,REJECTED
NURSING,N,F,30,REJECTED
TRADER,N,F,37,AUTHORIZED
SECURITYFORCE,Y,F,40,REJECTED
SECRETARY,N,F,48,REJECTED
PHYSIOTHERAPY,N,M,27,REJECTED
DRIVINGINSTRUCTOR,Y,M,35,REJECTED
PHYSIOTHERAPY,N,F,41,REJECTED
CATERER,Y,M,34,REJECTED
BUSINESSMAN/WOMAN,N,M,41,REJECTED
TEACHER,N,F,40,REJECTED
BUSINESSMAN/WOMAN,N,M,38,REJECTED
TEACHER,N,M,37,REJECTED
DRIVINGINSTRUCTOR,Y,M,30,REJECTED
BUSINESSMAN/WOMAN,N,F,65,REJECTED
LABTECHNICIAN,Y,M,37,REJECTED
TRADER,N,F,36,REJECTED
TRADER,N,M,29,REJECTED
BUSINESSMAN/WOMAN,N,M,49,REJECTED
STOREKEEPING,N,M,32,REJECTED
NURSING,N,F,32,REJECTED
TRADER,N,F,33,REJECTED
PHYSIOTHERAPY,N,M,40,REJECTED
STUDENT,N,M,30,REJECTED
MECHANIC,Y,M,55,REJECTED
PHYSIOTHERAPY,N,M,33,REJECTED
PHYSIOTHERAPY,N,F,28,REJECTED
STUDENT,N,F,30,REJECTED
STUDENT,N,F,26,REJECTED
STUDENT,N,F,25,REJECTED
STUDENT,N,M,29,REJECTED
SHOPPINGMALLATTENDANT,N,M,35,REJECTED
SALESREPRESENTATIVE,N,M,29,REJECTED
CONSTRUCTIONCOMPANY,Y,M,36,REJECTED
COOK,Y,M,33,REJECTED
SALESREPRESENTATIVE,N,F,29,REJECTED
CIVILENGINEERING,Y,M,44,REJECTED
PHYSIOTHERAPY,N,F,30,REJECTED
NURSING,N,F,32,REJECTED
STUDENT,N,M,28,AUTHORIZED
COOK,Y,F,34,REJECTED
PHYSIOTHERAPY,N,M,39,REJECTED
PHYSIOTHERAPY,N,M,39,AUTHORIZED
TEACHER,N,M,45,REJECTED
SECURITYFORCE,Y,M,43,REJECTED
CARPENTER,Y,M,55,REJECTED
BUSINESSMAN/WOMAN,N,M,60,REJECTED
ADMINISTRATOR,N,M,42,REJECTED
PHYSIOTHERAPY,N,M,29,REJECTED
PHYSIOTHERAPY,N,M,45,REJECTED
TRADER,N,M,42,REJECTED
STUDENT,N,F,32,REJECTED
FASHIONDESIGNER,N,F,45,REJECTED
SEAMSTRESS/TAILORING,N,F,49,REJECTED
TRADER,N,F,32,REJECTED
PHYSIOTHERAPY,N,F,50,REJECTED
COOK,Y,M,30,REJECTED
BUSINESSMAN/WOMAN,N,F,52,REJECTED
PASTORING,N,M,35,REJECTED
TRADER,N,M,36,REJECTED
TRADER,N,F,31,REJECTED
MECHANIC,Y,M,33,REJECTED
TRADER,N,F,36,REJECTED
DRIVINGINSTRUCTOR,Y,M,44,REJECTED
LABTECHNICIAN,Y,M,40,REJECTED
BUSINESSMAN/WOMAN,N,M,34,REJECTED
DRIVINGINSTRUCTOR,Y,M,35,REJECTED
PHYSIOTHERAPY,N,M,37,REJECTED
STUDENT,N,F,32,REJECTED
SECRETARY,N,F,44,REJECTED
TEACHER,N,F,41,REJECTED
TRADER,N,F,44,REJECTED
MECHANIC,Y,M,40,REJECTED
SECURITYFORCE,Y,M,28,REJECTED
NURSING,N,F,36,REJECTED
DRIVINGINSTRUCTOR,Y,M,51,REJECTED
PHYSIOTHERAPY,N,F,31,REJECTED
TRADER,N,F,42,REJECTED
TRADER,N,F,40,REJECTED
SECURITYFORCE,Y,M,28,REJECTED
TRADER,N,M,45,REJECTED
SECURITYFORCE,Y,M,35,REJECTED
COOK,Y,F,41,REJECTED
PHYSIOTHERAPY,N,M,37,REJECTED
PHYSIOTHERAPY,N,M,29,REJECTED
PHYSIOTHERAPY,N,M,37,REJECTED
PHYSIOTHERAPY,N,F,49,REJECTED
MARKETINGPERSONEL,N,M,47,REJECTED
PHYSIOTHERAPY,N,M,28,REJECTED
CIVILSERVANT,N,F,56,AUTHORIZED
DRIVINGINSTRUCTOR,Y,M,43,REJECTED
BUSINESSMAN/WOMAN,N,M,30,REJECTED
STUDENT,N,F,25,REJECTED
ACCOUNTANT,N,M,38,REJECTED
PHYSIOTHERAPY,N,M,37,REJECTED
PASTORING,N,M,34,REJECTED
PHYSIOTHERAPY,N,M,30,REJECTED
TEACHER,N,F,28,REJECTED
PHYSIOTHERAPY,N,M,33,REJECTED
FACTORYWORKER,Y,F,39,REJECTED
SALESREPRESENTATIVE,N,M,26,REJECTED
SALESREPRESENTATIVE,N,F,28,REJECTED
ENGINEER,Y,M,34,REJECTED
STUDENT,N,F,26,REJECTED
NURSING,N,F,30,REJECTED
DRIVINGINSTRUCTOR,Y,M,36,REJECTED
PROCUREMENTOFFICER,N,M,32,REJECTED
PHYSIOTHERAPY,N,F,57,REJECTED
DRIVINGINSTRUCTOR,Y,M,44,REJECTED
SECURITYFORCE,Y,F,38,REJECTED
SECURITYFORCE,Y,M,30,REJECTED
FASHIONDESIGNER,N,M,41,REJECTED
TEACHER,N,F,36,REJECTED
FASHIONDESIGNER,N,F,51,REJECTED
PHYSIOTHERAPY,N,M,26,REJECTED
SECURITYFORCE,Y,M,35,REJECTED
PHYSIOTHERAPY,N,M,47,REJECTED
REALESTATECOMPANY,Y,M,31,REJECTED
STUDENT,N,M,25,REJECTED
LABTECHNICIAN,Y,M,28,REJECTED
TEACHER,N,M,33,REJECTED
PHYSIOTHERAPY,N,M,31,REJECTED
FACTORYWORKER,Y,M,29,REJECTED
PHYSIOTHERAPY,N,F,25,REJECTED
PHYSIOTHERAPY,N,M,39,REJECTED
SECURITYFORCE,Y,M,26,REJECTED
PHYSIOTHERAPY,N,M,32,REJECTED
RECEPTIONIST,N,M,30,REJECTED
PHYSIOTHERAPY,N,F,44,REJECTED
PHYSIOTHERAPY,N,M,39,REJECTED
PHYSIOTHERAPY,N,M,29,REJECTED
SECURITYFORCE,Y,M,31,REJECTED
ADMINISTRATOR,N,M,31,REJECTED
PHYSIOTHERAPY,N,M,28,REJECTED
NURSING,N,F,35,REJECTED
STUDENT,N,M,35,REJECTED
ADMINISTRATOR,N,F,38,REJECTED
DRIVINGINSTRUCTOR,Y,M,34,REJECTED
STUDENT,N,F,29,REJECTED
TEACHER,N,F,27,REJECTED
BUILDINGCONTRACTOR,Y,F,30,AUTHORIZED
TEACHER,N,M,29,REJECTED
PHYSIOTHERAPY,N,M,43,REJECTED
PHYSIOTHERAPY,N,F,31,REJECTED
SALESREPRESENTATIVE,N,M,33,REJECTED
SECURITYFORCE,Y,M,26,REJECTED
NURSING,N,F,26,REJECTED
SECURITYFORCE,Y,M,31,REJECTED
STUDENT,N,F,26,REJECTED
SECURITYFORCE,Y,M,36,REJECTED
SECURITYFORCE,Y,M,37,REJECTED
PHYSIOTHERAPY,N,M,32,REJECTED
DRIVINGINSTRUCTOR,Y,M,34,REJECTED
PHYSIOTHERAPY,N,M,34,REJECTED
PHYSIOTHERAPY,N,M,31,AUTHORIZED
PHYSIOTHERAPY,N,M,32,REJECTED
PHYSIOTHERAPY,N,M,28,REJECTED
NURSING,N,F,35,REJECTED
PHYSIOTHERAPY,N,M,34,REJECTED
SECURITYFORCE,Y,M,30,REJECTED
PHYSIOTHERAPY,N,F,29,REJECTED
PHYSIOTHERAPY,N,M,34,REJECTED
RECEPTIONIST,N,M,37,REJECTED
ACCOUNTSCLERK,N,F,33,REJECTED
BUSINESSMAN/WOMAN,N,M,29,AUTHORIZED
TEACHER,N,M,31,REJECTED
BUSINESSMAN/WOMAN,N,M,27,REJECTED
PHYSIOTHERAPY,N,M,34,REJECTED
LABTECHNICIAN,Y,M,33,REJECTED
PHYSIOTHERAPY,N,M,38,REJECTED
BUSINESSMAN/WOMAN,N,M,52,REJECTED
ADMINISTRATOR,N,M,34,AUTHORIZED
NURSING,N,F,37,REJECTED
PHYSIOTHERAPY,N,M,27,REJECTED
PHYSIOTHERAPY,N,M,48,REJECTED
ENGINEER,Y,M,32,AUTHORIZED
SECURITYFORCE,Y,M,39,REJECTED
PHYSIOTHERAPY,N,M,33,REJECTED
ACCOUNTANT,N,M,55,REJECTED
DOCTOR,N,M,39,REJECTED
BUSINESSMAN/WOMAN,N,F,38,REJECTED
ENGINEER,Y,M,32,REJECTED
ELECTRICIAN,Y,M,40,REJECTED
NURSING,N,F,28,REJECTED
FASHIONDESIGNER,N,F,39,REJECTED
ELECTRICIAN,Y,M,37,REJECTED
PHYSIOTHERAPY,N,M,35,REJECTED
PHYSIOTHERAPY,N,M,52,REJECTED
CUSTOMERSERVICEOFFICER,N,M,28,AUTHORIZED
CASHIER,N,F,30,REJECTED
REVENUEOFFICER,N,M,30,REJECTED
MECHANIC,Y,M,40,REJECTED
SEAMSTRESS/TAILORING,N,F,42,REJECTED
SELFEMPLOYED,N,M,45,REJECTED
TRADER,N,F,35,REJECTED
PASTORING,N,M,52,CONVERTED
SECURITYFORCE,Y,M,35,AUTHORIZED
BANKING,N,F,30,REJECTED
TRADER,N,M,49,REJECTED
TRADER,N,F,37,REJECTED
TEACHER,N,M,33,REJECTED
SURVEYOR,Y,M,34,REJECTED
ADMINISTRATOR,N,F,35,REJECTED
PHYSIOTHERAPY,N,M,36,AUTHORIZED
AGRICULTURIST,Y,F,28,REJECTED
NURSING,N,M,33,REJECTED
SALESREPRESENTATIVE,N,M,32,REJECTED
SALESREPRESENTATIVE,N,F,32,REJECTED
LECTURER,N,M,40,REJECTED
TEACHER,N,M,36,REJECTED
TRADER,N,M,34,REJECTED
BUSINESSMAN/WOMAN,N,M,42,REJECTED
LABTECHNICIAN,Y,F,31,REJECTED
DRIVINGINSTRUCTOR,Y,M,42,REJECTED
TRADER,N,M,40,REJECTED
BUSINESSMAN/WOMAN,N,M,44,REJECTED
NURSING,N,M,33,REJECTED
PHYSIOTHERAPY,N,M,51,REJECTED
TEACHER,N,M,35,REJECTED
DRIVINGINSTRUCTOR,Y,M,34,REJECTED
TEACHER,N,M,39,REJECTED
CIVILSERVANT,N,F,37,REJECTED
POLICE,Y,M,33,REJECTED
NURSING,N,M,32,REJECTED
BUSINESSMAN/WOMAN,N,F,43,REJECTED
BANKING,N,M,52,REJECTED
PHYSIOTHERAPY,N,M,30,REJECTED
POLICE,Y,M,46,REJECTED
PHYSIOTHERAPY,N,M,31,REJECTED
NURSING,N,F,37,AUTHORIZED
ACCOUNTANT,N,F,37,REJECTED
POLICE,Y,M,36,AUTHORIZED
SECURITYFORCE,Y,M,43,REJECTED
PHYSIOTHERAPY,N,F,52,AUTHORIZED
DRIVINGINSTRUCTOR,Y,M,33,REJECTED
TEACHER,N,M,34,REJECTED
NURSING,N,F,30,AUTHORIZED
PHYSIOTHERAPY,N,M,27,REJECTED
PHYSIOTHERAPY,N,F,34,REJECTED
LABTECHNICIAN,Y,M,35,REJECTED
PHYSIOTHERAPY,N,M,34,REJECTED
ADMINISTRATOR,N,M,32,REJECTED
NURSING,N,F,31,REJECTED
PHYSIOTHERAPY,N,M,30,REJECTED
JOURNALIST,Y,M,45,AUTHORIZED
NURSING,N,M,30,AUTHORIZED
NURSING,N,F,27,REJECTED
PHYSIOTHERAPY,N,M,35,REJECTED
LABOURER,Y,M,28,REJECTED
PHYSIOTHERAPY,N,M,30,AUTHORIZED
DRIVINGINSTRUCTOR,Y,M,36,AUTHORIZED
NURSING,N,F,28,REJECTED
BUSINESSMAN/WOMAN,N,M,30,REJECTED
DOCTOR,N,M,53,REJECTED
PHYSIOTHERAPY,N,M,34,REJECTED
PHYSIOTHERAPY,N,M,37,REJECTED
PHYSIOTHERAPY,N,F,30,REJECTED
FACTORYWORKER,Y,M,32,REJECTED
PHYSIOTHERAPY,N,M,38,REJECTED
SELFEMPLOYED,N,M,36,REJECTED
CONSTRUCTIONCOMPANY,Y,M,37,REJECTED
PHYSIOTHERAPY,N,M,32,REJECTED
PHYSIOTHERAPY,N,M,36,REJECTED
TRADER,N,F,55,REJECTED
PHYSIOTHERAPY,N,F,41,REJECTED
BUSINESSMAN/WOMAN,N,M,31,REJECTED
TEACHER,N,M,36,REJECTED
ACCOUNTANT,N,M,43,REJECTED
LABOURER,Y,M,46,CONVERTED
PUBLICSERVANT,N,M,44,REJECTED
BUSINESSMAN/WOMAN,N,F,32,REJECTED
ENGINEER,Y,M,50,REJECTED
LAWYER,N,M,45,REJECTED
SECURITYFORCE,Y,M,46,REJECTED
CONSTRUCTIONCOMPANY,Y,M,45,REJECTED
PHYSIOTHERAPY,N,F,27,REJECTED
SALESREPRESENTATIVE,N,M,33,REJECTED
NURSING,N,M,39,REJECTED
SEAMSTRESS/TAILORING,N,F,32,REJECTED
BUSINESSMAN/WOMAN,N,M,35,REJECTED
POLICE,Y,F,38,REJECTED
PHYSIOTHERAPY,N,M,34,REJECTED
PHYSIOTHERAPY,N,M,48,REJECTED
SHIPREPAIROFFICER,Y,M,32,REJECTED
BUSINESSMAN/WOMAN,N,M,35,REJECTED
LABTECHNICIAN,Y,M,28,REJECTED
BUSINESSMAN/WOMAN,N,M,37,REJECTED
SALESREPRESENTATIVE,N,M,31,REJECTED
BUILDINGCONTRACTOR,Y,M,39,REJECTED
LABTECHNICIAN,Y,M,34,REJECTED
SECURITYFORCE,Y,M,29,REJECTED
NURSING,N,F,30,REJECTED
SELFEMPLOYED,N,F,42,REJECTED
STUDENT,N,F,29,REJECTED
RECEPTIONIST,N,M,41,REJECTED
SECURITYFORCE,Y,M,37,REJECTED
SECURITYFORCE,Y,M,35,REJECTED
ACCOUNTANT,N,M,49,REJECTED
PHYSIOTHERAPY,N,F,30,REJECTED
ADMINISTRATOR,N,M,32,CONVERTED
SECURITYFORCE,Y,M,27,REJECTED
BUSINESSMAN/WOMAN,N,M,45,REJECTED
BUSINESSMAN/WOMAN,N,M,51,REJECTED
PHYSIOTHERAPY,N,M,36,REJECTED
SALESREPRESENTATIVE,N,M,25,REJECTED
PHYSIOTHERAPY,N,M,42,REJECTED
CONSULTANCY,N,M,41,REJECTED
PHYSIOTHERAPY,N,F,29,REJECTED
PHYSIOTHERAPY,N,F,43,REJECTED
SELFEMPLOYED,N,F,40,REJECTED
DRIVINGINSTRUCTOR,Y,M,32,REJECTED
CIVILENGINEERING,Y,M,38,REJECTED
TEACHER,N,M,35,REJECTED
SECURITYFORCE,Y,M,30,REJECTED
ENGINEER,Y,M,35,AUTHORIZED
SECRETARY,N,F,39,REJECTED
SELFEMPLOYED,N,M,36,REJECTED
TEACHER,N,M,39,REJECTED
ADMINISTRATOR,N,M,32,REJECTED
PHYSIOTHERAPY,N,M,38,REJECTED
DRIVINGINSTRUCTOR,Y,M,54,REJECTED
BUSINESSMAN/WOMAN,N,F,29,REJECTED
BUSINESSMAN/WOMAN,N,M,41,REJECTED
CLERK,N,M,38,REJECTED
BUSINESSMAN/WOMAN,N,M,38,REJECTED
INTERIORDECORATOR,N,M,42,REJECTED
SALESREPRESENTATIVE,N,M,27,REJECTED
TEACHER,N,M,28,AUTHORIZED
STUDENT,N,F,26,REJECTED
MARKETINGPERSONEL,N,F,34,REJECTED
SECURITYFORCE,Y,M,32,REJECTED
PHYSIOTHERAPY,N,F,34,REJECTED
PHYSIOTHERAPY,N,M,36,REJECTED
PHYSIOTHERAPY,N,F,34,REJECTED
COOK,Y,M,31,REJECTED
NURSING,N,F,44,REJECTED
NURSING,N,F,30,REJECTED
TRADER,N,F,47,REJECTED
MECHANIC,Y,M,37,REJECTED
DRIVINGINSTRUCTOR,Y,M,36,REJECTED
SELFEMPLOYED,N,F,31,REJECTED
SALESREPRESENTATIVE,N,F,27,REJECTED
PHYSIOTHERAPY,N,M,39,REJECTED
BUSINESSMAN/WOMAN,N,M,36,REJECTED
RECEPTIONIST,N,F,35,REJECTED
PHYSIOTHERAPY,N,M,30,REJECTED
TRADER,N,M,29,REJECTED
ADMINISTRATOR,N,F,32,REJECTED
TEACHER,N,M,34,REJECTED
BUSINESSMAN/WOMAN,N,M,34,REJECTED
SALESREPRESENTATIVE,N,F,31,REJECTED
STUDENT,N,F,28,REJECTED
TEACHER,N,M,38,REJECTED
BUSINESSMAN/WOMAN,N,F,37,REJECTED
SECURITYFORCE,Y,M,35,REJECTED
NURSING,N,M,34,REJECTED
FREIGHTFORWARDER,N,M,35,REJECTED
PHYSIOTHERAPY,N,M,34,CONVERTED
SECURITYFORCE,Y,M,28,REJECTED
BUSINESSMAN/WOMAN,N,M,32,REJECTED
STUDENT,N,F,31,REJECTED
RECEPTIONIST,N,F,44,REJECTED
ADMINISTRATOR,N,F,32,REJECTED
JOURNALIST,Y,F,31,REJECTED
DRIVINGINSTRUCTOR,Y,M,36,REJECTED
PHYSIOTHERAPY,N,M,51,REJECTED
SECURITYFORCE,Y,M,35,REJECTED
TRADER,N,M,43,REJECTED
MARKETINGPERSONEL,N,M,30,REJECTED
STUDENT,N,M,33,REJECTED
TRADER,N,F,28,REJECTED
ELECTRICIAN,Y,M,30,REJECTED
MECHANIC,Y,M,37,REJECTED
BUILDINGCONTRACTOR,Y,M,34,REJECTED
SELFEMPLOYED,N,M,35,REJECTED
TRADER,N,M,38,REJECTED
SALESREPRESENTATIVE,N,M,36,REJECTED
ADMINISTRATOR,N,F,34,REJECTED
BUSINESSMAN/WOMAN,N,F,59,REJECTED
PHYSIOTHERAPY,N,M,33,REJECTED
BUSINESSMAN/WOMAN,N,M,34,REJECTED
PHYSIOTHERAPY,N,F,33,REJECTED
STUDENT,N,M,30,REJECTED
BUSINESSMAN/WOMAN,N,M,37,REJECTED
SECURITYFORCE,Y,M,28,REJECTED
SALESREPRESENTATIVE,N,M,34,REJECTED
TRADER,N,F,46,REJECTED
STUDENT,N,M,30,REJECTED
PHYSIOTHERAPY,N,F,31,REJECTED
DRIVINGINSTRUCTOR,Y,M,42,REJECTED
MANAGINGDIRECTOR,N,M,34,REJECTED
SECURITYFORCE,Y,M,30,REJECTED
PROJECTMANAGER,Y,F,39,REJECTED
STUDENT,N,M,28,REJECTED
STUDENT,N,M,30,REJECTED
PHYSIOTHERAPY,N,M,37,REJECTED
SECURITYFORCE,Y,M,49,REJECTED
PHYSIOTHERAPY,N,F,31,REJECTED
DRIVINGINSTRUCTOR,Y,M,33,REJECTED
CIVILSERVANT,N,F,35,REJECTED
NURSING,N,F,32,REJECTED
SECURITYFORCE,Y,M,33,REJECTED
PHYSIOTHERAPY,N,M,34,REJECTED
DRIVINGINSTRUCTOR,Y,M,37,REJECTED
PHYSIOTHERAPY,N,M,36,REJECTED
SECURITYFORCE,Y,M,26,REJECTED
STUDENT,N,M,38,REJECTED
STUDENT,N,M,28,AUTHORIZED
MECHANIC,Y,M,58,REJECTED
HAIRDRESSER/BEAUTICIAN,N,F,40,REJECTED
BUSINESSMAN/WOMAN,N,M,34,REJECTED
TEACHER,N,F,43,REJECTED
STUDENT,N,F,26,REJECTED
BUSINESSMAN/WOMAN,N,M,34,REJECTED
SALESREPRESENTATIVE,N,M,30,REJECTED
CONSTRUCTIONCOMPANY,Y,M,40,REJECTED
SEAMSTRESS/TAILORING,N,F,33,REJECTED
PHYSIOTHERAPY,N,M,29,REJECTED
PHYSIOTHERAPY,N,M,33,REJECTED
BUSINESSMAN/WOMAN,N,M,44,REJECTED
FASHIONDESIGNER,N,M,49,REJECTED
ADMINISTRATOR,N,M,49,REJECTED
PHYSIOTHERAPY,N,M,32,REJECTED
BUSINESSMAN/WOMAN,N,F,34,REJECTED
PHYSIOTHERAPY,N,M,33,REJECTED
FACTORYWORKER,Y,M,42,REJECTED
TEACHER,N,M,48,REJECTED
ARCHITECT,N,M,38,AUTHORIZED
ADMINISTRATOR,N,M,38,REJECTED
ELECTRICIAN,Y,M,35,REJECTED
NURSING,N,F,35,REJECTED
TEACHER,N,M,61,REJECTED
PHYSIOTHERAPY,N,M,38,REJECTED
PHYSIOTHERAPY,N,M,33,REJECTED
SECRETARY,N,F,37,REJECTED
TEACHER,N,F,49,REJECTED
TRADER,N,F,41,REJECTED
CUSTOMSOFFICER,Y,F,31,REJECTED
RECEPTIONIST,N,M,33,REJECTED
PHYSIOTHERAPY,N,M,41,REJECTED
PHYSIOTHERAPY,N,F,31,REJECTED
SECURITYFORCE,Y,M,43,REJECTED
ADMINISTRATOR,N,F,40,REJECTED
PHYSIOTHERAPY,N,M,54,REJECTED
RECEPTIONIST,N,F,32,REJECTED
NURSING,N,M,63,REJECTED
SECRETARY,N,F,32,REJECTED
PHYSIOTHERAPY,N,M,31,REJECTED
PHYSIOTHERAPY,N,F,35,REJECTED
HAIRDRESSER/BEAUTICIAN,N,F,33,REJECTED
NURSING,N,F,33,REJECTED
PHYSIOTHERAPY,N,M,33,REJECTED
PHYSIOTHERAPY,N,F,39,REJECTED
SECURITYFORCE,Y,M,33,REJECTED
PRISONSOFFICER,Y,M,31,AUTHORIZED
SALESREPRESENTATIVE,N,F,39,REJECTED
TEACHER,N,M,29,REJECTED
TRADER,N,F,35,REJECTED
ACCOUNTANT,N,M,65,REJECTED
NURSING,N,F,34,REJECTED
NURSING,N,M,34,AUTHORIZED
NURSING,N,F,30,AUTHORIZED
PHYSIOTHERAPY,N,M,39,REJECTED
TEACHER,N,M,34,REJECTED
CASHIER,N,F,37,AUTHORIZED
HEALTHWORKER,N,M,33,AUTHORIZED
NURSING,N,F,27,REJECTED
NURSING,N,F,30,AUTHORIZED
SELFEMPLOYED,N,F,31,REJECTED
STUDENT,N,F,29,AUTHORIZED
FASHIONDESIGNER,N,F,36,REJECTED
STUDENT,N,M,31,REJECTED
TEACHER,N,M,30,REJECTED
BUSINESSMAN/WOMAN,N,M,29,REJECTED
TEACHER,N,M,33,REJECTED
STUDENT,N,M,25,REJECTED
NURSING,N,F,29,REJECTED
NURSING,N,F,24,AUTHORIZED
NURSING,N,F,25,REJECTED
NURSING,N,F,29,REJECTED
ACCOUNTANT,N,M,53,REJECTED
NURSING,N,M,32,REJECTED
NURSING,N,M,32,REJECTED
MASON,Y,M,40,REJECTED
PHYSIOTHERAPY,N,M,44,REJECTED
ELECTRICIAN,Y,M,36,REJECTED
HEALTHWORKER,N,M,38,AUTHORIZED
TEACHER,N,M,33,REJECTED
PHYSIOTHERAPY,N,M,37,REJECTED
BANKING,N,M,34,REJECTED
TEACHER,N,M,38,REJECTED
NURSING,N,F,40,REJECTED
NURSING,N,F,27,REJECTED
PHYSIOTHERAPY,N,F,37,REJECTED
PHYSIOTHERAPY,N,M,28,REJECTED
TEACHER,N,M,29,REJECTED
RECORDSOFFICER,N,M,30,REJECTED
FIREOFFICER,Y,M,32,REJECTED
PHYSIOTHERAPY,N,M,33,REJECTED
BUSINESSMAN/WOMAN,N,M,52,REJECTED
DRIVINGINSTRUCTOR,Y,M,39,REJECTED
LABTECHNICIAN,Y,M,33,REJECTED
NURSING,N,M,34,AUTHORIZED
ACCOUNTANT,N,M,29,CONVERTED
NURSING,N,F,36,AUTHORIZED
NURSING,N,F,25,REJECTED
HOTELIER,N,M,34,REJECTED
SHIPREPAIROFFICER,Y,M,23,REJECTED
NURSING,N,F,28,REJECTED
LABTECHNICIAN,Y,M,33,REJECTED
PHYSIOTHERAPY,N,F,44,REJECTED
CASHIER,N,F,37,REJECTED
PHYSIOTHERAPY,N,F,31,REJECTED
CIVILSERVANT,N,F,35,REJECTED
NURSING,N,F,33,REJECTED
TEACHER,N,F,32,REJECTED
PHYSIOTHERAPY,N,F,34,REJECTED
TRADER,N,F,52,REJECTED
SALESREPRESENTATIVE,N,F,31,REJECTED
PHYSIOTHERAPY,N,F,48,REJECTED
NURSING,N,M,32,REJECTED
TRADER,N,F,50,REJECTED
PHYSIOTHERAPY,N,F,58,REJECTED
BUSINESSMAN/WOMAN,N,M,60,REJECTED
POLICE,Y,M,37,REJECTED
TEACHER,N,M,42,REJECTED
NURSING,N,M,36,REJECTED
SECURITYFORCE,Y,M,27,REJECTED
TEACHER,N,F,40,AUTHORIZED
ACCOUNTANT,N,M,32,AUTHORIZED
TYPIST,N,M,25,AUTHORIZED
ADMINISTRATOR,N,F,48,AUTHORIZED
TEACHER,N,F,33,AUTHORIZED
COOK,Y,F,32,REJECTED
TEACHER,N,F,29,AUTHORIZED
PHYSIOTHERAPY,N,F,25,REJECTED
SALESREPRESENTATIVE,N,F,33,REJECTED
HEALTHWORKER,N,M,33,REJECTED
RECORDSOFFICER,N,F,33,REJECTED
TEACHER,N,F,25,REJECTED
PHYSIOTHERAPY,N,F,45,CONVERTED
CIVILSERVANT,N,F,31,REJECTED
NURSING,N,F,40,REJECTED
SALESREPRESENTATIVE,N,F,28,REJECTED
PHYSIOTHERAPY,N,M,26,REJECTED
BUSINESSMAN/WOMAN,N,M,36,REJECTED
PHYSIOTHERAPY,N,M,33,REJECTED
TEACHER,N,F,34,REJECTED
FINANCEEXECUTIVE,N,M,33,REJECTED
PHYSIOTHERAPY,N,M,42,REJECTED
TEACHER,N,F,31,REJECTED
SECURITYFORCE,Y,M,50,REJECTED
LABOURER,Y,M,36,REJECTED
HEALTHWORKER,N,M,32,REJECTED
SELFEMPLOYED,N,F,39,REJECTED
